Kind,Name,MaxCyclomatic,MaxNesting,RatioCommentToCode,CountClassCoupled,CountDeclMethod,CountLineBlank,CountLineCode,CountLineComment
Function,"FitnessTracker.FitnessTracker.get_BMI",,0,0.00,,,0,2,0
Function,"FitnessTracker.FitnessTracker.get_BMI",,0,0.00,,,0,2,0
Function,"FitnessTracker.FitnessTracker.get_BMI",,0,2.50,,,0,2,5
Module File,"FitnessTracker.py",7,2,0.00,,,3,40,0
Module File,"FitnessTracker.py",7,2,0.00,,,3,40,0
Module File,"FitnessTracker.py",4,1,0.97,,,8,33,32
Class,"GomokuGame.GomokuGame",6,5,0.00,1,4,3,33,0
Class,"GomokuGame.GomokuGame",6,5,0.00,1,4,3,37,0
Class,"GomokuGame.GomokuGame",6,5,1.17,1,4,4,36,42
Class,"GomokuGame.GomokuGame",6,5,0.46,1,4,3,35,16
Function,"GomokuGame.GomokuGame.__init__",,0,0.00,,,0,4,0
Function,"GomokuGame.GomokuGame.__init__",,0,0.00,,,0,4,0
Function,"GomokuGame.GomokuGame.__init__",,0,1.00,,,0,4,4
Function,"GomokuGame.GomokuGame.__init__",,0,0.75,,,0,4,3
Function,"GomokuGame.GomokuGame._check_five_in_a_row",,2,0.00,,,0,14,0
Function,"GomokuGame.GomokuGame._check_five_in_a_row",,2,0.00,,,0,18,0
Function,"GomokuGame.GomokuGame._check_five_in_a_row",,2,0.94,,,0,17,16
Function,"GomokuGame.GomokuGame._check_five_in_a_row",,1,0.36,,,0,14,5
Function,"GomokuGame.GomokuGame.check_winner",,5,0.00,,,0,8,0
Function,"GomokuGame.GomokuGame.check_winner",,5,0.00,,,0,8,0
Function,"GomokuGame.GomokuGame.check_winner",,5,1.00,,,0,8,8
Function,"GomokuGame.GomokuGame.check_winner",,5,0.50,,,0,8,4
Function,"GomokuGame.GomokuGame.make_move",,1,0.00,,,0,6,0
Function,"GomokuGame.GomokuGame.make_move",,1,0.00,,,0,6,0
Function,"GomokuGame.GomokuGame.make_move",,1,1.83,,,0,6,11
Function,"GomokuGame.GomokuGame.make_move",,1,0.50,,,0,8,4
Module File,"GomokuGame.py",6,5,0.00,,,3,33,0
Module File,"GomokuGame.py",6,5,0.00,,,3,37,0
Module File,"GomokuGame.py",6,5,1.17,,,4,36,42
Module File,"GomokuGame.py",6,5,0.46,,,3,35,16
Class,"IPAddress.IPAddress",5,2,0.00,1,4,3,27,0
Class,"IPAddress.IPAddress",5,2,0.00,1,4,3,25,0
Class,"IPAddress.IPAddress",5,2,1.38,1,4,13,26,36
Function,"IPAddress.IPAddress.__init__",,0,0.00,,,0,2,0
Function,"IPAddress.IPAddress.__init__",,0,0.00,,,0,2,0
Function,"IPAddress.IPAddress.__init__",,0,2.00,,,0,2,4
Function,"IPAddress.IPAddress.get_binary",,2,0.00,,,0,9,0
Function,"IPAddress.IPAddress.get_binary",,1,0.00,,,0,8,0
Function,"IPAddress.IPAddress.get_binary",,1,1.29,,,2,7,9
Function,"IPAddress.IPAddress.get_octets",,1,0.00,,,0,5,0
Function,"IPAddress.IPAddress.get_octets",,1,0.00,,,0,4,0
Function,"IPAddress.IPAddress.get_octets",,1,1.60,,,0,5,8
Function,"IPAddress.IPAddress.is_valid",,2,0.00,,,0,10,0
Function,"IPAddress.IPAddress.is_valid",,2,0.00,,,0,10,0
Function,"IPAddress.IPAddress.is_valid",,2,1.09,,,5,11,12
Module File,"IPAddress.py",5,2,0.00,,,3,27,0
Module File,"IPAddress.py",5,2,0.00,,,3,25,0
Module File,"IPAddress.py",5,2,1.38,,,13,26,36
Class,"ImageProcessor.ImageProcessor",2,1,0.00,0,6,5,18,0
Class,"ImageProcessor.ImageProcessor",2,1,0.00,1,6,5,26,0
Class,"ImageProcessor.ImageProcessor",3,2,0.22,1,6,6,41,9
Class,"ImageProcessor.ImageProcessor",2,1,0.21,1,6,5,29,6
Function,"ImageProcessor.ImageProcessor.__init__",,0,0.00,,,0,2,0
Function,"ImageProcessor.ImageProcessor.__init__",,0,0.00,,,0,2,0
Function,"ImageProcessor.ImageProcessor.__init__",,0,0.50,,,0,2,1
Function,"ImageProcessor.ImageProcessor.__init__",,0,0.50,,,0,2,1
Function,"ImageProcessor.ImageProcessor.adjust_brightness",,1,0.00,,,0,4,0
Function,"ImageProcessor.ImageProcessor.adjust_brightness",,1,0.00,,,0,6,0
Function,"ImageProcessor.ImageProcessor.adjust_brightness",,2,0.11,,,0,9,1
Function,"ImageProcessor.ImageProcessor.adjust_brightness",,1,0.17,,,0,6,1
Function,"ImageProcessor.ImageProcessor.load_image",,0,0.00,,,0,2,0
Function,"ImageProcessor.ImageProcessor.load_image",,0,0.00,,,0,2,0
Function,"ImageProcessor.ImageProcessor.load_image",,1,0.20,,,0,5,1
Function,"ImageProcessor.ImageProcessor.load_image",,1,0.20,,,0,5,1
Function,"ImageProcessor.ImageProcessor.resize_image",,1,0.00,,,0,3,0
Function,"ImageProcessor.ImageProcessor.resize_image",,1,0.00,,,0,5,0
Function,"ImageProcessor.ImageProcessor.resize_image",,2,0.13,,,0,8,1
Function,"ImageProcessor.ImageProcessor.resize_image",,1,0.20,,,0,5,1
Function,"ImageProcessor.ImageProcessor.rotate_image",,1,0.00,,,0,3,0
Function,"ImageProcessor.ImageProcessor.rotate_image",,1,0.00,,,0,5,0
Function,"ImageProcessor.ImageProcessor.rotate_image",,2,0.13,,,0,8,1
Function,"ImageProcessor.ImageProcessor.rotate_image",,1,0.20,,,0,5,1
Function,"ImageProcessor.ImageProcessor.save_image",,1,0.00,,,0,3,0
Function,"ImageProcessor.ImageProcessor.save_image",,1,0.00,,,0,5,0
Function,"ImageProcessor.ImageProcessor.save_image",,2,0.13,,,0,8,1
Function,"ImageProcessor.ImageProcessor.save_image",,1,0.20,,,0,5,1
Module File,"ImageProcessor.py",2,1,0.00,,,6,19,0
Module File,"ImageProcessor.py",2,1,0.00,,,6,27,0
Module File,"ImageProcessor.py",3,2,0.21,,,7,42,9
Module File,"ImageProcessor.py",2,1,0.22,,,8,37,8
Class,"Interpolation.Interpolation",5,4,0.00,2,3,2,34,0
Function,"Interpolation.Interpolation.__init__",,0,0.00,,,0,2,0
Function,"Interpolation.Interpolation.interpolate_1d",,3,0.00,,,0,10,0
Function,"Interpolation.Interpolation.interpolate_2d",,4,0.00,,,0,19,0
Module File,"Interpolation.py",5,4,0.00,,,2,34,0
Class,"JSONProcessor.JSONProcessor",4,3,0.00,0,4,3,34,0
Class,"JSONProcessor.JSONProcessor",4,2,1.13,4,3,16,30,34
Class,"JSONProcessor.JSONProcessor",4,2,0.55,0,3,9,29,16
Class,"JSONProcessor.JSONProcessor",4,2,1.18,1,3,9,28,33
Function,"JSONProcessor.JSONProcessor.__init__",,0,0.00,,,0,2,0
Function,"JSONProcessor.JSONProcessor.process_json",,3,0.00,,,0,15,0
Function,"JSONProcessor.JSONProcessor.process_json",,1,1.17,,,7,12,14
Function,"JSONProcessor.JSONProcessor.process_json",,1,0.50,,,5,12,6
Function,"JSONProcessor.JSONProcessor.process_json",,1,1.44,,,6,9,13
Function,"JSONProcessor.JSONProcessor.read_json",,2,0.00,,,0,9,0
Function,"JSONProcessor.JSONProcessor.read_json",,2,1.11,,,4,9,10
Function,"JSONProcessor.JSONProcessor.read_json",,2,0.44,,,1,9,4
Function,"JSONProcessor.JSONProcessor.read_json",,2,1.10,,,1,10,11
Function,"JSONProcessor.JSONProcessor.write_json",,2,0.00,,,0,7,0
Function,"JSONProcessor.JSONProcessor.write_json",,2,1.25,,,3,8,10
Function,"JSONProcessor.JSONProcessor.write_json",,2,0.43,,,0,7,3
Function,"JSONProcessor.JSONProcessor.write_json",,2,1.13,,,0,8,9
Module File,"JSONProcessor.py",4,3,0.00,,,5,36,0
Module File,"JSONProcessor.py",4,2,1.06,,,17,32,34
Module File,"JSONProcessor.py",4,2,0.52,,,10,31,16
Module File,"JSONProcessor.py",4,2,0.88,,,14,42,37
Class,"Lemmatization.Lemmatization",6,2,0.33,1,4,11,30,10
Class,"Lemmatization.Lemmatization",6,2,0.39,1,4,10,28,11
Class,"Lemmatization.Lemmatization",6,2,0.63,2,4,13,30,19
Function,"Lemmatization.Lemmatization.__init__",,0,0.50,,,0,2,1
Function,"Lemmatization.Lemmatization.__init__",,0,0.50,,,0,2,1
Function,"Lemmatization.Lemmatization.__init__",,0,0.50,,,0,2,1
Function,"Lemmatization.Lemmatization.get_pos_tag",,0,0.80,,,3,5,4
Function,"Lemmatization.Lemmatization.get_pos_tag",,0,0.80,,,3,5,4
Function,"Lemmatization.Lemmatization.get_pos_tag",,0,0.80,,,3,5,4
Function,"Lemmatization.Lemmatization.lemmatize_sentence",,2,0.22,,,4,18,4
Function,"Lemmatization.Lemmatization.lemmatize_sentence",,2,0.28,,,4,18,5
Function,"Lemmatization.Lemmatization.lemmatize_sentence",,2,0.68,,,7,19,13
Function,"Lemmatization.Lemmatization.remove_punctuation",,0,0.25,,,1,4,1
Function,"Lemmatization.Lemmatization.remove_punctuation",,0,0.50,,,0,2,1
Function,"Lemmatization.Lemmatization.remove_punctuation",,0,0.33,,,0,3,1
Module File,"Lemmatization.py",6,2,0.27,,,13,37,10
Module File,"Lemmatization.py",6,2,0.34,,,12,35,12
Module File,"Lemmatization.py",6,2,0.54,,,15,37,20
Class,"MahjongConnect.MahjongConnect",6,4,0.45,2,6,5,44,20
Class,"MahjongConnect.MahjongConnect",5,3,0.27,2,6,5,51,14
Function,"MahjongConnect.MahjongConnect.__init__",,0,0.50,,,0,4,2
Function,"MahjongConnect.MahjongConnect.__init__",,0,0.50,,,0,4,2
Function,"MahjongConnect.MahjongConnect.create_board",,0,0.33,,,0,3,1
Function,"MahjongConnect.MahjongConnect.create_board",,2,0.25,,,0,8,2
Function,"MahjongConnect.MahjongConnect.has_path",,4,0.67,,,0,15,10
Function,"MahjongConnect.MahjongConnect.has_path",,0,0.19,,,0,16,3
Function,"MahjongConnect.MahjongConnect.has_path.dfs",,3,0.00,,,0,13,0
Function,"MahjongConnect.MahjongConnect.is_game_over",,3,0.17,,,0,6,1
Function,"MahjongConnect.MahjongConnect.is_game_over",,3,0.17,,,0,6,1
Function,"MahjongConnect.MahjongConnect.is_valid_move",,1,0.42,,,0,12,5
Function,"MahjongConnect.MahjongConnect.is_valid_move",,1,0.38,,,0,13,5
Function,"MahjongConnect.MahjongConnect.remove_icons",,0,0.33,,,0,3,1
Function,"MahjongConnect.MahjongConnect.remove_icons",,0,0.33,,,0,3,1
Module File,"MahjongConnect.py",6,4,0.44,,,6,45,20
Module File,"MahjongConnect.py",5,3,0.27,,,6,52,14
Class,"MetricsCalculator.MetricsCalculator",6,2,0.16,1,6,5,38,6
Function,"MetricsCalculator.MetricsCalculator.__init__",,0,0.20,,,0,5,1
Function,"MetricsCalculator.MetricsCalculator.accuracy",,1,0.17,,,0,6,1
Function,"MetricsCalculator.MetricsCalculator.f1_score",,1,0.17,,,0,6,1
Function,"MetricsCalculator.MetricsCalculator.precision",,1,0.20,,,0,5,1
Function,"MetricsCalculator.MetricsCalculator.recall",,1,0.20,,,0,5,1
Function,"MetricsCalculator.MetricsCalculator.update",,2,0.10,,,0,10,1
Module File,"MetricsCalculator.py",6,2,0.16,,,5,38,6
Class,"MovieBookingSystem.MovieBookingSystem",6,4,0.24,1,4,6,34,8
Class,"MovieBookingSystem.MovieBookingSystem",6,4,0.32,1,4,11,38,12
Class,"MovieBookingSystem.MovieBookingSystem",5,2,1.76,1,4,12,33,58
Function,"MovieBookingSystem.MovieBookingSystem.__init__",,0,0.00,,,0,2,0
Function,"MovieBookingSystem.MovieBookingSystem.__init__",,0,0.50,,,0,2,1
Function,"MovieBookingSystem.MovieBookingSystem.__init__",,0,4.00,,,0,2,8
Function,"MovieBookingSystem.MovieBookingSystem.add_movie",,0,0.23,,,2,13,3
Function,"MovieBookingSystem.MovieBookingSystem.add_movie",,0,0.23,,,2,13,3
Function,"MovieBookingSystem.MovieBookingSystem.add_movie",,0,1.38,,,2,13,18
Function,"MovieBookingSystem.MovieBookingSystem.available_movies",,0,0.25,,,1,8,2
Function,"MovieBookingSystem.MovieBookingSystem.available_movies",,2,0.40,,,3,10,4
Function,"MovieBookingSystem.MovieBookingSystem.available_movies",,0,1.57,,,2,7,11
Function,"MovieBookingSystem.MovieBookingSystem.book_ticket",,4,0.30,,,0,10,3
Function,"MovieBookingSystem.MovieBookingSystem.book_ticket",,4,0.33,,,3,12,4
Function,"MovieBookingSystem.MovieBookingSystem.book_ticket",,2,1.80,,,4,10,18
Module File,"MovieBookingSystem.py",6,4,0.22,,,7,36,8
Module File,"MovieBookingSystem.py",6,4,0.30,,,12,40,12
Module File,"MovieBookingSystem.py",5,2,1.66,,,13,35,58
Class,"MovieTicketDB.MovieTicketDB",1,0,0.12,0,5,4,33,4
Class,"MovieTicketDB.MovieTicketDB",1,0,0.21,0,5,4,33,7
Function,"MovieTicketDB.MovieTicketDB.__init__",,0,0.00,,,0,4,0
Function,"MovieTicketDB.MovieTicketDB.__init__",,0,0.50,,,0,4,2
Function,"MovieTicketDB.MovieTicketDB.create_table",,0,0.10,,,0,10,1
Function,"MovieTicketDB.MovieTicketDB.create_table",,0,0.20,,,0,10,2
Function,"MovieTicketDB.MovieTicketDB.delete_ticket",,0,0.17,,,0,6,1
Function,"MovieTicketDB.MovieTicketDB.delete_ticket",,0,0.17,,,0,6,1
Function,"MovieTicketDB.MovieTicketDB.insert_ticket",,0,0.17,,,0,6,1
Function,"MovieTicketDB.MovieTicketDB.insert_ticket",,0,0.17,,,0,6,1
Function,"MovieTicketDB.MovieTicketDB.search_tickets_by_customer",,0,0.17,,,0,6,1
Function,"MovieTicketDB.MovieTicketDB.search_tickets_by_customer",,0,0.17,,,0,6,1
Module File,"MovieTicketDB.py",1,0,0.12,,,5,34,4
Module File,"MovieTicketDB.py",1,0,0.21,,,5,34,7
Class,"NLPDataProcessor2.NLPDataProcessor2",2,1,0.46,1,3,2,13,6
Class,"NLPDataProcessor2.NLPDataProcessor2",2,1,0.76,1,3,2,17,13
Class,"NLPDataProcessor2.NLPDataProcessor2",2,1,0.76,2,3,15,21,16
Function,"NLPDataProcessor2.NLPDataProcessor2.calculate_word_frequency",,0,0.67,,,0,3,2
Function,"NLPDataProcessor2.NLPDataProcessor2.calculate_word_frequency",,0,1.00,,,0,5,5
Function,"NLPDataProcessor2.NLPDataProcessor2.calculate_word_frequency",,1,0.75,,,5,8,6
Function,"NLPDataProcessor2.NLPDataProcessor2.process",,0,0.67,,,0,3,2
Function,"NLPDataProcessor2.NLPDataProcessor2.process",,0,1.00,,,0,4,4
Function,"NLPDataProcessor2.NLPDataProcessor2.process",,0,0.75,,,2,4,3
Function,"NLPDataProcessor2.NLPDataProcessor2.process_data",,1,0.33,,,0,6,2
Function,"NLPDataProcessor2.NLPDataProcessor2.process_data",,1,0.57,,,0,7,4
Function,"NLPDataProcessor2.NLPDataProcessor2.process_data",,1,0.88,,,5,8,7
Module File,"NLPDataProcessor2.py",2,1,0.40,,,3,15,6
Module File,"NLPDataProcessor2.py",2,1,0.68,,,3,19,13
Module File,"NLPDataProcessor2.py",2,1,0.65,,,17,26,17
Class,"NumberConverter.NumberConverter",1,0,0.32,1,6,5,19,6
Class,"NumberConverter.NumberConverter",1,0,0.63,1,6,6,19,12
Class,"NumberConverter.NumberConverter",1,0,0.95,1,6,5,19,18
Function,"NumberConverter.NumberConverter.binary_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.binary_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.binary_to_decimal",,0,1.50,,,0,2,3
Function,"NumberConverter.NumberConverter.decimal_to_binary",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.decimal_to_binary",,0,1.00,,,0,2,2
Function,"NumberConverter.NumberConverter.decimal_to_binary",,0,1.50,,,0,2,3
Function,"NumberConverter.NumberConverter.decimal_to_hex",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.decimal_to_hex",,0,1.00,,,0,2,2
Function,"NumberConverter.NumberConverter.decimal_to_hex",,0,1.50,,,0,2,3
Function,"NumberConverter.NumberConverter.decimal_to_octal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.decimal_to_octal",,0,1.00,,,0,2,2
Function,"NumberConverter.NumberConverter.decimal_to_octal",,0,1.50,,,0,2,3
Function,"NumberConverter.NumberConverter.hex_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.hex_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.hex_to_decimal",,0,1.50,,,0,2,3
Function,"NumberConverter.NumberConverter.octal_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.octal_to_decimal",,0,0.50,,,0,2,1
Function,"NumberConverter.NumberConverter.octal_to_decimal",,0,1.50,,,0,2,3
Module File,"NumberConverter.py",1,0,0.32,,,5,19,6
Module File,"NumberConverter.py",1,0,0.63,,,6,19,12
Module File,"NumberConverter.py",2,1,0.61,,,12,33,20
Class,"PDFHandler.PDFHandler",3,2,0.68,0,3,7,19,13
Function,"PDFHandler.PDFHandler.__init__",,0,0.50,,,0,2,1
Function,"PDFHandler.PDFHandler.extract_text_from_pdfs",,2,0.88,,,2,8,7
Function,"PDFHandler.PDFHandler.merge_pdfs",,2,0.63,,,3,8,5
Module File,"PDFHandler.py",3,2,0.65,,,8,20,13
Class,"PersonRequest.PersonRequest",2,1,0.00,1,4,3,17,0
Class,"PersonRequest.PersonRequest",2,1,0.00,1,4,3,18,0
Class,"PersonRequest.PersonRequest",2,1,1.50,1,4,7,18,27
Class,"PersonRequest.PersonRequest",2,1,1.05,1,4,6,21,22
Function,"PersonRequest.PersonRequest.__init__",,0,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest.__init__",,0,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest.__init__",,0,1.50,,,0,4,6
Function,"PersonRequest.PersonRequest.__init__",,0,0.75,,,0,4,3
Function,"PersonRequest.PersonRequest._validate_name",,1,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest._validate_name",,1,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest._validate_name",,1,1.50,,,0,4,6
Function,"PersonRequest.PersonRequest._validate_name",,1,1.20,,,0,5,6
Function,"PersonRequest.PersonRequest._validate_phoneNumber",,1,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest._validate_phoneNumber",,1,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest._validate_phoneNumber",,1,1.50,,,0,4,6
Function,"PersonRequest.PersonRequest._validate_phoneNumber",,1,1.20,,,0,5,6
Function,"PersonRequest.PersonRequest._validate_sex",,1,0.00,,,0,4,0
Function,"PersonRequest.PersonRequest._validate_sex",,1,0.00,,,0,5,0
Function,"PersonRequest.PersonRequest._validate_sex",,1,1.20,,,0,5,6
Function,"PersonRequest.PersonRequest._validate_sex",,1,1.17,,,0,6,7
Module File,"PersonRequest.py",2,1,0.00,,,3,17,0
Module File,"PersonRequest.py",2,1,0.00,,,3,18,0
Module File,"PersonRequest.py",2,1,1.50,,,7,18,27
Module File,"PersonRequest.py",2,1,1.10,,,7,21,23
Class,"PushBoxGame.PushBoxGame",13,3,0.03,1,4,10,63,2
Class,"PushBoxGame.PushBoxGame",13,3,0.04,1,4,9,57,2
Class,"PushBoxGame.PushBoxGame",12,3,1.22,2,5,12,63,77
Function,"PushBoxGame.PushBoxGame.__init__",,0,0.00,,,0,9,0
Function,"PushBoxGame.PushBoxGame.__init__",,0,0.00,,,0,9,0
Function,"PushBoxGame.PushBoxGame.__init__",,0,1.22,,,0,9,11
Function,"PushBoxGame.PushBoxGame.check_win",,2,0.00,,,0,7,0
Function,"PushBoxGame.PushBoxGame.check_win",,0,0.00,,,0,3,0
Function,"PushBoxGame.PushBoxGame.check_win",,2,1.14,,,0,7,8
Function,"PushBoxGame.PushBoxGame.init_game",,3,0.00,,,0,11,0
Function,"PushBoxGame.PushBoxGame.init_game",,3,0.00,,,0,11,0
Function,"PushBoxGame.PushBoxGame.init_game",,3,1.45,,,0,11,16
Function,"PushBoxGame.PushBoxGame.move",,2,0.06,,,7,35,2
Function,"PushBoxGame.PushBoxGame.move",,2,0.06,,,6,33,2
Function,"PushBoxGame.PushBoxGame.move",,2,1.14,,,7,28,32
Function,"PushBoxGame.PushBoxGame.print_map",,1,1.00,,,0,7,7
Module File,"PushBoxGame.py",13,3,0.03,,,10,63,2
Module File,"PushBoxGame.py",13,3,0.04,,,9,57,2
Module File,"PushBoxGame.py",12,3,1.22,,,12,63,77
Class,"SQLGenerator.SQLGenerator",3,1,0.00,0,7,6,32,0
Class,"SQLGenerator.SQLGenerator",3,1,0.00,0,7,6,32,0
Class,"SQLGenerator.SQLGenerator",3,1,0.75,2,7,20,36,27
Function,"SQLGenerator.SQLGenerator.__init__",,0,0.00,,,0,2,0
Function,"SQLGenerator.SQLGenerator.__init__",,0,0.00,,,0,2,0
Function,"SQLGenerator.SQLGenerator.__init__",,0,2.00,,,0,2,4
Function,"SQLGenerator.SQLGenerator.delete",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.delete",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.delete",,0,0.33,,,1,3,1
Function,"SQLGenerator.SQLGenerator.insert",,0,0.00,,,0,5,0
Function,"SQLGenerator.SQLGenerator.insert",,0,0.00,,,0,5,0
Function,"SQLGenerator.SQLGenerator.insert",,0,0.57,,,4,7,4
Function,"SQLGenerator.SQLGenerator.select",,1,0.00,,,0,11,0
Function,"SQLGenerator.SQLGenerator.select",,1,0.00,,,0,11,0
Function,"SQLGenerator.SQLGenerator.select",,1,0.36,,,3,11,4
Function,"SQLGenerator.SQLGenerator.select_by_age_range",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.select_by_age_range",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.select_by_age_range",,0,0.33,,,1,3,1
Function,"SQLGenerator.SQLGenerator.select_female_under_age",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.select_female_under_age",,0,0.00,,,0,3,0
Function,"SQLGenerator.SQLGenerator.select_female_under_age",,0,0.33,,,1,3,1
Function,"SQLGenerator.SQLGenerator.update",,0,0.00,,,0,4,0
Function,"SQLGenerator.SQLGenerator.update",,0,0.00,,,0,4,0
Function,"SQLGenerator.SQLGenerator.update",,0,0.50,,,3,6,3
Module File,"SQLGenerator.py",3,1,0.00,,,6,32,0
Module File,"SQLGenerator.py",3,1,0.00,,,6,32,0
Module File,"SQLGenerator.py",3,1,0.75,,,20,36,27
Class,"SQLQueryBuilder.SQLQueryBuilder",2,1,0.00,0,4,3,28,0
Class,"SQLQueryBuilder.SQLQueryBuilder",3,1,0.00,1,4,3,28,0
Class,"SQLQueryBuilder.SQLQueryBuilder",4,2,0.49,2,4,18,47,23
Function,"SQLQueryBuilder.SQLQueryBuilder.delete",,1,0.00,,,0,6,0
Function,"SQLQueryBuilder.SQLQueryBuilder.delete",,1,0.00,,,0,6,0
Function,"SQLQueryBuilder.SQLQueryBuilder.delete",,2,0.44,,,2,9,4
Function,"SQLQueryBuilder.SQLQueryBuilder.insert",,0,0.00,,,0,4,0
Function,"SQLQueryBuilder.SQLQueryBuilder.insert",,0,0.00,,,0,4,0
Function,"SQLQueryBuilder.SQLQueryBuilder.insert",,0,0.57,,,4,7,4
Function,"SQLQueryBuilder.SQLQueryBuilder.select",,1,0.00,,,0,6,0
Function,"SQLQueryBuilder.SQLQueryBuilder.select",,1,0.00,,,0,6,0
Function,"SQLQueryBuilder.SQLQueryBuilder.select",,2,0.43,,,4,14,6
Function,"SQLQueryBuilder.SQLQueryBuilder.update",,1,0.00,,,0,7,0
Function,"SQLQueryBuilder.SQLQueryBuilder.update",,1,0.00,,,0,7,0
Function,"SQLQueryBuilder.SQLQueryBuilder.update",,2,0.50,,,4,12,6
Module File,"SQLQueryBuilder.py",2,1,0.00,,,3,28,0
Module File,"SQLQueryBuilder.py",3,1,0.00,,,3,28,0
Module File,"SQLQueryBuilder.py",4,2,0.49,,,18,47,23
Class,"SignInSystem.SignInSystem",3,2,0.00,0,6,5,24,0
Class,"SignInSystem.SignInSystem",2,1,0.00,0,6,5,21,0
Class,"SignInSystem.SignInSystem",3,2,1.52,0,6,6,31,47
Class,"SignInSystem.SignInSystem",2,1,0.63,0,6,5,19,12
Function,"SignInSystem.SignInSystem.__init__",,0,0.00,,,0,2,0
Function,"SignInSystem.SignInSystem.__init__",,0,0.00,,,0,2,0
Function,"SignInSystem.SignInSystem.__init__",,0,2.00,,,0,2,4
Function,"SignInSystem.SignInSystem.__init__",,0,0.50,,,0,2,1
Function,"SignInSystem.SignInSystem.add_user",,1,0.00,,,0,5,0
Function,"SignInSystem.SignInSystem.add_user",,1,0.00,,,0,5,0
Function,"SignInSystem.SignInSystem.add_user",,1,1.50,,,0,6,9
Function,"SignInSystem.SignInSystem.add_user",,1,0.80,,,0,5,4
Function,"SignInSystem.SignInSystem.all_not_signed_in",,0,0.00,,,0,2,0
Function,"SignInSystem.SignInSystem.all_not_signed_in",,0,0.00,,,0,2,0
Function,"SignInSystem.SignInSystem.all_not_signed_in",,2,1.33,,,0,6,8
Function,"SignInSystem.SignInSystem.all_not_signed_in",,0,0.50,,,0,2,1
Function,"SignInSystem.SignInSystem.all_signed_in",,2,0.00,,,0,5,0
Function,"SignInSystem.SignInSystem.all_signed_in",,0,0.00,,,0,2,0
Function,"SignInSystem.SignInSystem.all_signed_in",,2,1.40,,,0,5,7
Function,"SignInSystem.SignInSystem.all_signed_in",,0,0.50,,,0,2,1
Function,"SignInSystem.SignInSystem.check_sign_in",,1,0.00,,,0,4,0
Function,"SignInSystem.SignInSystem.check_sign_in",,1,0.00,,,0,4,0
Function,"SignInSystem.SignInSystem.check_sign_in",,1,1.60,,,0,5,8
Function,"SignInSystem.SignInSystem.check_sign_in",,0,0.50,,,0,2,1
Function,"SignInSystem.SignInSystem.sign_in",,1,0.00,,,0,5,0
Function,"SignInSystem.SignInSystem.sign_in",,1,0.00,,,0,5,0
Function,"SignInSystem.SignInSystem.sign_in",,1,1.33,,,0,6,8
Function,"SignInSystem.SignInSystem.sign_in",,1,0.80,,,0,5,4
Module File,"SignInSystem.py",3,2,0.00,,,5,24,0
Module File,"SignInSystem.py",2,1,0.00,,,5,21,0
Module File,"SignInSystem.py",3,2,1.52,,,6,31,47
Module File,"SignInSystem.py",2,1,0.63,,,5,19,12
Class,"StudentDatabaseProcessor.StudentDatabaseProcessor",2,2,0.00,0,5,4,52,0
Class,"StudentDatabaseProcessor.StudentDatabaseProcessor",1,0,0.00,0,5,4,29,0
Class,"StudentDatabaseProcessor.StudentDatabaseProcessor",1,0,1.02,0,6,6,42,43
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.__del__",,0,0.00,,,0,2,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.__init__",,0,0.00,,,0,2,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.__init__",,0,0.00,,,0,4,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.__init__",,0,1.50,,,0,4,6
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.create_student_table",,2,0.00,,,0,15,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.create_student_table",,0,0.00,,,0,6,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.create_student_table",,0,0.58,,,0,12,7
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.delete_student_by_name",,2,0.00,,,0,11,0
Function,"StudentDatabaseProcessor.StudentDatabaseProcessor.delete_student_by_name",,0,0.00,,,0,6,0
