Kind,Name,AvgCountLineBlank,AvgCountLineComment,AvgCountLineCode,AvgCyclomatic,CountDeclFunction,MaxCyclomatic,CountClassCoupled
Class,"GPT59COT.MovieBookingSystem",0,0,8,3,,5,1
Module File,"GPT59COT.py",0,0,8,3,4,5,
Class,"GPT59COTFewShot.MovieBookingSystem",0,0,8,3,,6,1
Module File,"GPT59COTFewShot.py",0,0,8,3,4,6,
Class,"GPT59FewShot.MovieBookingSystem",1,8,8,3,,5,1
Module File,"GPT59FewShot.py",1,8,8,3,4,5,
Class,"GPT59ZeroShot.MovieBookingSystem",1,6,7,3,,5,0
Module File,"GPT59ZeroShot.py",1,6,7,3,4,5,
Class,"GPT5COT.AutomaticGuitarSimulator",0,0,5,2,,3,2
Module File,"GPT5COT.py",0,0,5,2,3,3,
Class,"GPT5COTFewShot.AutomaticGuitarSimulator",1,0,5,2,,3,2
Module File,"GPT5COTFewShot.py",1,0,5,2,3,3,
Class,"GPT5FewShot.AutomaticGuitarSimulator",1,10,6,3,,6,1
Module File,"GPT5FewShot.py",1,10,6,3,3,6,
Class,"GPT5ZeroShot.AutomaticGuitarSimulator",2,6,7,4,,7,0
Module File,"GPT5ZeroShot.py",2,6,7,4,3,7,
Class,"GPT60COT.MovieTicketDB",0,0,6,1,,1,0
Module File,"GPT60COT.py",0,0,6,1,5,1,
Class,"GPT60COTFewShot.MovieTicketDB",0,0,6,1,,1,0
Module File,"GPT60COTFewShot.py",0,0,6,1,6,1,
Class,"GPT60FewShot.MovieTicketDB",0,5,6,1,,1,0
Module File,"GPT60FewShot.py",0,5,6,1,6,1,
Class,"GPT60ZeroShot.MovieTicketDB",0,7,9,1,,1,0
Module File,"GPT60ZeroShot.py",0,7,9,1,5,1,
Class,"GPT61COT.MusicPlayer",0,0,5,2,,3,0
Module File,"GPT61COT.py",0,0,5,2,9,3,
Class,"GPT61COTFewShot.MusicPlayer",0,0,5,2,,3,0
Module File,"GPT61COTFewShot.py",0,0,5,2,9,3,
Class,"GPT61FewShot.MusicPlayer",0,8,5,2,,2,0
Module File,"GPT61FewShot.py",0,8,5,2,9,2,
Class,"GPT61ZeroShot.MusicPlayer",0,5,5,2,,3,0
Module File,"GPT61ZeroShot.py",0,5,5,2,9,3,
Class,"GPT62COT.NLPDataProcessor",0,1,4,1,,2,0
Module File,"GPT62COT.py",0,1,4,1,3,2,
Class,"GPT62COTFewShot.NLPDataProcessor",0,0,4,1,,2,0
Module File,"GPT62COTFewShot.py",0,0,4,1,3,2,
Class,"GPT62FewShot.NLPDataProcessor",0,9,4,1,,2,0
Module File,"GPT62FewShot.py",0,9,4,1,3,2,
Class,"GPT62ZeroShot.NLPDataProcessor",1,8,5,1,,2,0
Module File,"GPT62ZeroShot.py",1,8,5,1,3,2,
Class,"GPT63COT.NLPDataProcessor2",0,1,5,2,,2,1
Module File,"GPT63COT.py",0,1,5,2,3,2,
Class,"GPT63COTFewShot.NLPDataProcessor",0,0,5,2,,2,1
Module File,"GPT63COTFewShot.py",0,0,5,2,3,2,
Class,"GPT63FewShot.NLPDataProcessor2",2,8,5,1,,2,1
Module File,"GPT63FewShot.py",2,8,5,1,3,2,
Class,"GPT63ZeroShot.NLPDataProcessor2",1,9,5,1,,2,1
Module File,"GPT63ZeroShot.py",1,9,5,1,3,2,
Class,"GPT64COT.NumberConverter",0,0,2,1,,1,1
Module File,"GPT64COT.py",0,0,2,1,6,1,
Class,"GPT64COTFewShot.NumberConverter",0,0,2,1,,1,1
Module File,"GPT64COTFewShot.py",0,0,2,1,6,1,
Class,"GPT64FewShot.NumberConverter",0,9,2,1,,1,1
Module File,"GPT64FewShot.py",0,9,2,1,6,1,
Class,"GPT64ZeroShot.NumberConverter",0,5,2,1,,1,1
Module File,"GPT64ZeroShot.py",0,5,2,1,6,1,
Class,"GPT65COT.NumberWordFormatter",0,0,8,3,,5,4
Module File,"GPT65COT.py",0,0,8,3,6,5,
Class,"GPT65COTFewShot.NumberWordFormatter",0,0,9,3,,5,6
Module File,"GPT65COTFewShot.py",0,0,9,3,6,5,
Class,"GPT65FewShot.NumberWordFormatter",1,0,7,3,,5,5
Module File,"GPT65FewShot.py",1,0,7,3,6,5,
Class,"GPT65ZeroShot.NumberWordFormatter",0,4,7,2,,4,4
Module File,"GPT65ZeroShot.py",0,4,7,2,7,4,
Class,"GPT66COT.NumericEntityUnescaper",0,0,11,3,,8,2
Module File,"GPT66COT.py",0,0,11,3,3,8,
Class,"GPT66COTFewShot.NumericEntityUnescaper",1,1,11,3,,8,3
Module File,"GPT66COTFewShot.py",1,1,11,3,3,8,
Class,"GPT66FewShot.NumericEntityUnescaper",0,6,2,1,,1,0
Module File,"GPT66FewShot.py",0,6,2,1,3,1,
Class,"GPT66ZeroShot.NumericEntityUnescaper",1,6,7,2,,3,2
Module File,"GPT66ZeroShot.py",1,6,7,2,4,3,
Class,"GPT67COT.Order",0,0,6,2,,3,0
Module File,"GPT67COT.py",0,0,6,2,4,3,
Class,"GPT67COTFewShot.Order",0,0,5,2,,3,0
Module File,"GPT67COTFewShot.py",0,0,5,2,4,3,
Class,"GPT67FewShot.Order",0,7,5,2,,3,0
Module File,"GPT67FewShot.py",0,7,5,2,4,3,
Class,"GPT67ZeroShot.Order",0,6,7,2,,3,0
Module File,"GPT67ZeroShot.py",0,6,7,2,4,3,
Class,"GPT68COT.PageUtil",0,0,8,1,,2,1
Module File,"GPT68COT.py",0,0,8,1,4,2,
Class,"GPT68COTFewShot.PageUtil",0,0,8,1,,1,1
Module File,"GPT68COTFewShot.py",0,0,8,1,4,1,
Class,"GPT68FewShot.PageUtil",0,11,9,2,,2,1
Module File,"GPT68FewShot.py",0,11,9,2,4,2,
Class,"GPT68ZeroShot.PageUtil",0,6,7,1,,2,1
Module File,"GPT68ZeroShot.py",0,6,7,1,4,2,
Class,"GPT69COT.PDFHandler",0,0,6,2,,3,1
Module File,"GPT69COT.py",0,0,6,2,3,3,
Class,"GPT69COTFewShot.PDFHandler",0,0,7,3,,4,3
Module File,"GPT69COTFewShot.py",0,0,7,3,3,4,
Class,"GPT69FewShot.PDFHandler",2,10,7,2,,3,1
Module File,"GPT69FewShot.py",2,10,7,2,3,3,
Class,"GPT69ZeroShot.PDFHandler",2,5,6,2,,3,1
Module File,"GPT69ZeroShot.py",2,5,6,2,3,3,
Class,"GPT6COT.AvgPartition",0,0,4,1,,2,0
Module File,"GPT6COT.py",0,0,4,1,3,2,
Class,"GPT6COTFewShot.AvgPartition",0,0,5,2,,2,1
Module File,"GPT6COTFewShot.py",0,0,5,2,3,2,
Class,"GPT6FewShot.AvgPartition",0,8,4,1,,2,0
Module File,"GPT6FewShot.py",0,8,4,1,3,2,
Class,"GPT6ZeroShot.AvgPartition",1,6,6,2,,3,2
Module File,"GPT6ZeroShot.py",1,6,6,2,3,3,
Class,"GPT70COT.PersonRequest",0,0,4,2,,2,1
Module File,"GPT70COT.py",0,0,4,2,4,2,
Class,"GPT70COTFewShot.PersonRequest",0,0,4,2,,2,1
Module File,"GPT70COTFewShot.py",0,0,4,2,4,2,
Class,"GPT70FewShot.PersonRequest",0,6,4,2,,2,1
Module File,"GPT70FewShot.py",0,6,4,2,4,2,
Class,"GPT70ZeroShot.PersonRequest",0,5,4,2,,2,1
Module File,"GPT70ZeroShot.py",0,5,4,2,4,2,
Class,"GPT71COT.PushBoxGame",2,1,12,4,,6,1
Module File,"GPT71COT.py",2,1,12,4,4,6,
Class,"GPT71COTFewShot.PushBoxGame",2,2,12,4,,6,1
Module File,"GPT71COTFewShot.py",2,2,12,4,4,6,
Class,"GPT71FewShot.PushBoxGame",2,5,11,5,,9,2
Module File,"GPT71FewShot.py",2,5,11,5,5,9,
Class,"GPT71ZeroShot.PushBoxGame",1,8,13,4,,6,1
Module File,"GPT71ZeroShot.py",1,8,13,4,4,6,
Class,"GPT72COT.RegexUtils",0,0,2,1,,1,1
Module File,"GPT72COT.py",0,0,2,1,10,1,
Class,"GPT72COTFewShot.RegexUtils",0,0,2,1,,1,1
Module File,"GPT72COTFewShot.py",0,0,2,1,10,1,
Class,"GPT72FewShot.RegexUtils",0,5,2,1,,1,0
Module File,"GPT72FewShot.py",0,5,2,1,10,1,
Class,"GPT72ZeroShot.RegexUtils",0,4,2,1,,1,0
Module File,"GPT72ZeroShot.py",0,4,2,1,10,1,
Class,"GPT73COT.RPGCharacter",0,0,5,2,,2,0
Module File,"GPT73COT.py",0,0,5,2,6,2,
Class,"GPT73COTFewShot.RPGCharacter",0,0,5,1,,2,0
Module File,"GPT73COTFewShot.py",0,0,5,1,6,2,
Class,"GPT73FewShot.RPGCharacter",0,6,5,2,,2,0
Module File,"GPT73FewShot.py",0,6,5,2,6,2,
Class,"GPT73ZeroShot.RPGCharacter",0,4,6,2,,3,0
Module File,"GPT73ZeroShot.py",0,4,6,2,6,3,
Class,"GPT74COT.Server",0,0,5,2,,3,0
Module File,"GPT74COT.py",0,0,5,2,6,3,
Class,"GPT74COTFewShot.Server",0,0,6,2,,3,0
Module File,"GPT74COTFewShot.py",0,0,6,2,6,3,
Class,"GPT74FewShot.Server",0,5,6,2,,3,0
Module File,"GPT74FewShot.py",0,5,6,2,6,3,
Class,"GPT74ZeroShot.Server",0,7,5,2,,3,0
Module File,"GPT74ZeroShot.py",0,7,5,2,6,3,
Class,"GPT75COT.ShoppingCart",0,0,4,2,,3,2
Module File,"GPT75COT.py",0,0,4,2,5,3,
Class,"GPT75COTFewShot.ShoppingCart",0,0,4,2,,3,0
Module File,"GPT75COTFewShot.py",0,0,4,2,5,3,
Class,"GPT75FewShot.ShoppingCart",0,6,4,2,,3,2
Module File,"GPT75FewShot.py",0,6,4,2,5,3,
Class,"GPT75ZeroShot.ShoppingCart",0,6,4,2,,3,2
Module File,"GPT75ZeroShot.py",0,6,4,2,5,3,
Class,"GPT76COT.SignInSystem",0,0,3,2,,2,0
Module File,"GPT76COT.py",0,0,3,2,6,2,
Class,"GPT76COTFewShot.SignInSystem",0,0,3,1,,2,0
Module File,"GPT76COTFewShot.py",0,0,3,1,6,2,
Class,"GPT76FewShot.SignInSystem",0,5,3,1,,2,0
Module File,"GPT76FewShot.py",0,5,3,1,6,2,
Class,"GPT76ZeroShot.SignInSystem",1,5,3,1,,2,0
Module File,"GPT76ZeroShot.py",1,5,3,1,6,2,
Class,"GPT77COT.Snake",0,0,7,2,,3,0
Module File,"GPT77COT.py",0,0,7,2,5,3,
Class,"GPT77COTFewShot.Snake",0,0,7,2,,3,0
Module File,"GPT77COTFewShot.py",0,0,7,2,5,3,
Class,"GPT77FewShot.Snake",0,6,7,2,,3,0
Module File,"GPT77FewShot.py",0,6,7,2,5,3,
Class,"GPT77ZeroShot.Snake",1,6,8,2,,3,0
Module File,"GPT77ZeroShot.py",1,6,8,2,5,3,
Class,"GPT78COT.SplitSentence",0,0,4,1,,1,0
Module File,"GPT78COT.py",0,0,4,1,3,1,
Class,"GPT78COTFewShot.SplitSentence",0,0,5,2,,3,0
Module File,"GPT78COTFewShot.py",0,0,5,2,3,3,
Class,"GPT78FewShot.SplitSentence",0,11,3,1,,1,0
Module File,"GPT78FewShot.py",0,11,3,1,3,1,
Class,"GPT78ZeroShot.SplitSentence",0,7,4,1,,1,0
Module File,"GPT78ZeroShot.py",0,7,4,1,3,1,
Class,"GPT79COT.SQLGenerator",0,0,3,1,,3,0
Module File,"GPT79COT.py",0,0,3,1,7,3,
Class,"GPT79COTFewShot.SQLGenerator",0,0,3,1,,3,0
Module File,"GPT79COTFewShot.py",0,0,3,1,7,3,
Class,"GPT79FewShot.SQLGenerator",0,5,3,1,,3,0
Module File,"GPT79FewShot.py",0,5,3,1,7,3,
Class,"GPT79ZeroShot.SQLGenerator",0,4,3,2,,3,0
Module File,"GPT79ZeroShot.py",0,4,3,2,7,3,
Class,"GPT7COT.BalancedBrackets",0,0,6,3,,6,0
Module File,"GPT7COT.py",0,0,6,3,3,6,
Class,"GPT7COTFewShot.BalancedBrackets",0,0,6,3,,6,0
Module File,"GPT7COTFewShot.py",0,0,6,3,3,6,
Class,"GPT7FewShot.BalancedBrackets",1,9,6,2,,5,0
Module File,"GPT7FewShot.py",1,9,6,2,3,5,
Class,"GPT7ZeroShot.BalancedBrackets",1,6,6,2,,5,1
Module File,"GPT7ZeroShot.py",1,6,6,2,3,5,
Class,"GPT80COT.SQLQueryBuilder",0,0,6,2,,3,1
Module File,"GPT80COT.py",0,0,6,2,4,3,
Class,"GPT80COTFewShot.SQLQueryBuilder",0,0,7,2,,3,1
Module File,"GPT80COTFewShot.py",0,0,7,2,4,3,
Class,"GPT80FewShot.SQLQueryBuilder",2,8,6,2,,3,1
Module File,"GPT80FewShot.py",2,8,6,2,4,3,
Class,"GPT80ZeroShot.SQLQueryBuilder",3,9,6,2,,3,1
Module File,"GPT80ZeroShot.py",3,9,6,2,4,3,
Class,"GPT81COT.Statistics3",0,0,6,2,,4,1
Module File,"GPT81COT.py",0,0,6,2,7,4,
Class,"GPT81COTFewShot.Statistics3",0,0,5,1,,3,1
Module File,"GPT81COTFewShot.py",0,0,5,1,7,3,
Class,"GPT81FewShot.Statistics3",1,7,5,2,,3,1
Module File,"GPT81FewShot.py",1,7,5,2,7,3,
Class,"GPT81ZeroShot.Statistics3",1,4,6,2,,4,2
Module File,"GPT81ZeroShot.py",1,4,6,2,7,4,
Class,"GPT82COT.StockPortfolioTracker",0,0,5,2,,5,0
Module File,"GPT82COT.py",0,0,5,2,8,5,
Class,"GPT82COTFewShot.StockPortfolioTracker",0,0,5,2,,4,0
Module File,"GPT82COTFewShot.py",0,0,5,2,8,4,
Class,"GPT82FewShot.StockPortfolioTracker",0,4,5,2,,4,0
Module File,"GPT82FewShot.py",0,4,5,2,8,4,
Class,"GPT82ZeroShot.StockPortfolioTracker",0,4,6,2,,3,0
Module File,"GPT82ZeroShot.py",0,4,6,2,8,3,
Class,"GPT83COT.StudentDatabaseProcessor",0,0,8,1,,1,0
Module File,"GPT83COT.py",0,0,8,1,5,1,
Class,"GPT83COTFewShot.StudentDatabaseProcessor",0,0,7,1,,1,0
Module File,"GPT83COTFewShot.py",0,0,7,1,5,1,
Class,"GPT83FewShot.StudentDatabaseProcessor",2,7,8,1,,1,0
Module File,"GPT83FewShot.py",2,7,8,1,5,1,
Class,"GPT83ZeroShot.StudentDatabaseProcessor",0,4,6,1,,1,0
Module File,"GPT83ZeroShot.py",0,4,6,1,6,1,
Class,"GPT84COT.StudentDatabaseProcessor",0,0,7,1,,1,0
Module File,"GPT84COT.py",0,0,7,1,5,1,
Class,"GPT84COTFewShot.StudentDatabaseProcessor",0,0,10,1,,1,0
Module File,"GPT84COTFewShot.py",0,0,10,1,5,1,
Class,"GPT84FewShot.TextFileProcessor",0,8,4,1,,1,2
Module File,"GPT84FewShot.py",0,8,4,1,5,1,
Class,"GPT84ZeroShot.TextFileProcessor",0,4,3,1,,1,2
Module File,"GPT84ZeroShot.py",0,4,3,1,5,1,
Class,"GPT85COT.Thermostat",0,0,5,2,,4,0
Module File,"GPT85COT.py",0,0,5,2,8,4,
Class,"GPT85COTFewShot.Thermostat",0,0,4,2,,4,0
Module File,"GPT85COTFewShot.py",0,0,4,2,8,4,
Class,"GPT85FewShot.Thermostat",1,5,5,2,,6,1
Module File,"GPT85FewShot.py",1,5,5,2,8,6,
Class,"GPT85ZeroShot.Thermostat",0,5,5,2,,4,1
Module File,"GPT85ZeroShot.py",0,5,5,2,8,4,
Class,"GPT86COT.TicTacToe",0,1,7,4,,7,1
Module File,"GPT86COT.py",0,1,7,4,4,7,
Class,"GPT86COTFewShot.TicTacToe",0,0,4,2,,3,3
Module File,"GPT86COTFewShot.py",0,0,4,2,4,3,
Class,"GPT86FewShot.TicTacToe",1,6,6,3,,6,1
Module File,"GPT86FewShot.py",1,6,6,3,4,6,
Class,"GPT86ZeroShot.TicTacToe",1,6,7,4,,7,1
Module File,"GPT86ZeroShot.py",1,6,7,4,4,7,
Class,"GPT87COT.TimeUtils",0,0,3,1,,1,0
Module File,"GPT87COT.py",0,0,3,1,8,1,
Class,"GPT87COTFewShot.TimeUtils",0,0,3,1,,1,0
Module File,"GPT87COTFewShot.py",0,0,3,1,8,1,
Class,"GPT87FewShot.TimeUtils",0,6,3,1,,1,0
Module File,"GPT87FewShot.py",0,6,3,1,8,1,
Class,"GPT87ZeroShot.TimeUtils",0,5,3,1,,1,2
Module File,"GPT87ZeroShot.py",0,5,3,1,8,1,
Class,"GPT88COT.TriCalculator",0,0,5,2,,3,2
Module File,"GPT88COT.py",0,0,5,2,6,3,
Class,"GPT88COTFewShot.TriCalculator",0,0,4,2,,2,2
Module File,"GPT88COTFewShot.py",0,0,4,2,6,2,
Class,"GPT88FewShot.TriCalculator",0,7,5,2,,3,2
Module File,"GPT88FewShot.py",0,7,5,2,6,3,
Class,"GPT88ZeroShot.TriCalculator",0,5,5,2,,3,2
Module File,"GPT88ZeroShot.py",0,5,5,2,6,3,
Class,"GPT89COT.TwentyFourPointGame",0,0,4,2,,3,1
Module File,"GPT89COT.py",0,0,4,2,5,3,
Class,"GPT89COTFewShot.TwentyFourPointGame",0,0,3,1,,2,1
Module File,"GPT89COTFewShot.py",0,0,3,1,5,2,
Class,"GPT89FewShot.TwentyFourPointGame",0,7,4,1,,2,2
Module File,"GPT89FewShot.py",0,7,4,1,5,2,
Class,"GPT89ZeroShot.TwentyFourPointGame",0,4,5,2,,5,5
Module File,"GPT89ZeroShot.py",0,4,5,2,5,5,
Class,"GPT8COT.BankAccount",0,0,5,2,,3,1
Module File,"GPT8COT.py",0,0,5,2,5,3,
Class,"GPT8COTFewShot.BankAccount",0,0,5,2,,3,1
Module File,"GPT8COTFewShot.py",0,0,5,2,5,3,
Class,"GPT8FewShot.BankAccount",0,5,5,2,,3,1
Module File,"GPT8FewShot.py",0,5,5,2,5,3,
Class,"GPT8ZeroShot.BankAccount",0,5,5,2,,3,1
Module File,"GPT8ZeroShot.py",0,5,5,2,5,3,
Class,"GPT90COT.URLHandler",0,0,2,1,,1,0
Module File,"GPT90COT.py",0,0,2,1,6,1,
Class,"GPT90COTFewShot.URLHandler",0,0,7,3,,5,0
Module File,"GPT90COTFewShot.py",0,0,7,3,6,5,
Class,"GPT90FewShot.URLHandler",0,8,2,1,,1,0
Module File,"GPT90FewShot.py",0,8,2,1,6,1,
Class,"GPT90ZeroShot.URLHandler",0,5,2,1,,1,0
Module File,"GPT90ZeroShot.py",0,5,2,1,6,1,
Class,"GPT91COT.UrlPath",0,0,3,1,,1,0
Module File,"GPT91COT.py",0,0,3,1,4,1,
Class,"GPT91COTFewShot.UrlPath",0,0,3,1,,1,0
Module File,"GPT91COTFewShot.py",0,0,3,1,4,1,
Class,"GPT91FewShot.UrlPath",0,9,4,1,,2,0
Module File,"GPT91FewShot.py",0,9,4,1,5,2,
Class,"GPT91ZeroShot.UrlPath",0,6,3,1,,2,0
Module File,"GPT91ZeroShot.py",0,6,3,1,4,2,
Class,"GPT92COT.UserLoginDB",0,0,6,1,,1,0
Module File,"GPT92COT.py",0,0,6,1,6,1,
Class,"GPT92COTFewShot.UserLoginDB",0,0,3,1,,1,1
Module File,"GPT92COTFewShot.py",0,0,3,1,7,1,
Class,"GPT92FewShot.UserLoginDB",0,5,4,1,,2,0
Module File,"GPT92FewShot.py",0,5,4,1,7,2,
Class,"GPT92ZeroShot.UserLoginDB",0,5,6,1,,2,0
Module File,"GPT92ZeroShot.py",0,5,6,1,6,2,
Class,"GPT93COT.VectorUtil",0,0,3,1,,1,4
Module File,"GPT93COT.py",0,0,3,1,4,1,
Class,"GPT93COTFewShot.VectorUtil",0,0,3,1,,1,0
Module File,"GPT93COTFewShot.py",0,0,3,1,4,1,
Class,"GPT93FewShot.VectorUtil",0,12,3,1,,1,0
Module File,"GPT93FewShot.py",0,12,3,1,4,1,
Class,"GPT93ZeroShot.VectorUtil",2,7,5,1,,2,0
Module File,"GPT93ZeroShot.py",2,7,5,1,4,2,
Class,"GPT94COT.VendingMachine",0,0,4,2,,3,0
Module File,"GPT94COT.py",0,0,4,2,6,3,
Class,"GPT94COTFewShot.VendingMachine",0,0,4,2,,3,0
Module File,"GPT94COTFewShot.py",0,0,4,2,6,3,
Class,"GPT94FewShot.VendingMachine",0,7,5,2,,3,0
Module File,"GPT94FewShot.py",0,7,5,2,6,3,
Class,"GPT94ZeroShot.VendingMachine",0,5,8,2,,4,0
Module File,"GPT94ZeroShot.py",0,5,8,2,6,4,
Class,"GPT95COT.Warehouse",0,0,4,2,,2,0
Module File,"GPT95COT.py",0,0,4,2,7,2,
Class,"GPT95COTFewShot.Warehouse",0,0,4,2,,2,0
Module File,"GPT95COTFewShot.py",0,0,4,2,7,2,
Class,"GPT95FewShot.Warehouse",0,10,4,2,,2,0
Module File,"GPT95FewShot.py",0,10,4,2,7,2,
Class,"GPT95ZeroShot.Warehouse",0,4,4,2,,2,0
Module File,"GPT95ZeroShot.py",0,4,4,2,7,2,
Class,"GPT96COT.WeatherSystem",0,0,5,2,,4,0
Module File,"GPT96COT.py",0,0,5,2,5,4,
Class,"GPT96COTFewShot.WeatherSystem",0,0,5,2,,4,0
Module File,"GPT96COTFewShot.py",0,0,5,2,5,4,
Class,"GPT96FewShot.WeatherSystem",0,4,4,1,,3,0
Module File,"GPT96FewShot.py",0,4,4,1,5,3,
Class,"GPT96ZeroShot.WeatherSystem",1,5,4,2,,4,0
Module File,"GPT96ZeroShot.py",1,5,4,2,5,4,
Class,"GPT97COT.Words2Numbers",2,0,16,6,,7,5
Module File,"GPT97COT.py",2,0,16,6,3,7,
Class,"GPT97COTFewShot.Words2Numbers",2,0,15,6,,7,3
Module File,"GPT97COTFewShot.py",2,0,15,6,3,7,
Class,"GPT97FewShot.Words2Numbers",2,6,15,6,,7,3
Module File,"GPT97FewShot.py",2,6,15,6,3,7,
Module File,"GPT97ZeroShot.py",3,7,18,8,2,8,
Class,"GPT98COT.XMLProcessor",0,0,7,2,,3,1
Module File,"GPT98COT.py",0,0,7,2,5,3,
Class,"GPT98COTFewShot.XMLProcessor",0,0,6,2,,2,0
Module File,"GPT98COTFewShot.py",0,0,6,2,5,2,
Class,"GPT98FewShot.XMLProcessor",0,11,7,2,,4,1
Module File,"GPT98FewShot.py",0,11,7,2,5,4,
Class,"GPT98ZeroShot.XMLProcessor",0,4,8,2,,3,2
Module File,"GPT98ZeroShot.py",0,4,8,2,5,3,
Class,"GPT99COT.ZipFileProcessor",0,0,6,2,,3,1
Module File,"GPT99COT.py",0,0,6,2,5,3,
Class,"GPT99COTFewShot.ZipFileProcessor",0,0,6,2,,3,0
Module File,"GPT99COTFewShot.py",0,0,6,2,5,3,
Class,"GPT9COT.BigNumCalculator",0,1,2,1,,1,2
Module File,"GPT9COT.py",0,1,2,1,3,1,
Class,"GPT9COTFewShot.BigNumCalculator",0,0,2,1,,1,2
Module File,"GPT9COTFewShot.py",0,0,2,1,3,1,
Class,"GPT9FewShot.BigNumCalculator",0,10,2,1,,1,2
Module File,"GPT9FewShot.py",0,10,2,1,3,1,
Class,"GPT9ZeroShot.BigNumCalculator",0,5,2,1,,1,2
Module File,"GPT9ZeroShot.py",0,5,2,1,3,1,
